Gene_symbol,gene_accession_id,analysis_id,pvalue,mouse_life_stage,parameter_id,parameter_name,parameter_description,parameter_group,mouse_strain
Npr2,MGI:97372,8e35juv8a71dae8,0.256804,E18.5,M_G_P_020_001_001,Body Weight,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Npr2,MGI:97372,9yfq319ra721246,0.257489,Early adult,IMPC_EYE_025_001,Retinal Blood Vessels Structure,Retinal_blood_vessels_structure,Eye Morphology,C57BL
Npr2,MGI:97372,6d3kj830p0w5m67,0.258747,Early adult,IMPC_HEM_006_001,Mean corpuscular hemoglobin,Mean_corpuscular_hemoglobin,Hematology,C57BL
Npr2,MGI:97372,o18ma8795o90837,0.261581,Early adult,IMPC_ECG_010_001,HRV,NA,Images,C57BL
Npr2,MGI:97372,811q5i791456567,0.264565,Early adult,JAX_OFD_020_001,Distance travelled - total,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,6j3155343s485o2,0.265331,E18.5,IMPC_XRY_033_001,Tibia length,Tibia_length,Images,C57BL
Npr2,MGI:97372,ib4y30yda42ov6h,0.265719,E18.5,IMPC_EYE_024_001,Retinal Blood Vessels,Retinal_blood_vessels,Eye Morphology,C57BL
Npr2,MGI:97372,9592cos16l8ngmi,0.270177,E18.5,ESLIM_005_001_002,Fat mass,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Npr2,MGI:97372,irtn7nhj48ds601,0.271132,Early adult,CCP_XRY_060_001,Transitional vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,x08uv4u561w4f53,0.272536,Early adult,ESLIM_011_001_009,PP3 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Npr2,MGI:97372,hchfmcb7ddd1o9v,0.275079,E18.5,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Npr2,MGI:97372,0v8s091041apoqw,0.280755,Early adult,IMPC_HEM_037_001,Basophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,348uue1a3c86t73,0.281781,Early adult,IMPC_CBC_028_001,Creatine kinase,Creatine_kinase,CBC Chemistry,C57BL
Npr2,MGI:97372,a96rt13n0ilb0o8,0.282518,Early adult,ESLIM_011_001_008,PP2 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Npr2,MGI:97372,vh59omvb0p8bj65,0.28271,Early adult,IMPC_DXA_010_001,Bone Area,Bone_area_bmc_bmd,Images,C57BL
Npr2,MGI:97372,4466x5b0yz15jj5,0.285721,E18.5,HMGULA_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,2vv846pg58z8ny4,0.288417,Early adult,IMPC_EYE_088_001,Left vitreous humour thickness,NA,Eye Morphology,C57BL
Npr2,MGI:97372,230m09h50694xsg,0.295597,E18.5,IMPC_EYE_092_001,Retina (combined),NA,Eye Morphology,C57BL
Npr2,MGI:97372,2ynu2r1ya9i9266,0.300061,E18.5,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Npr2,MGI:97372,33944m94it1jxx5,0.301268,Early adult,IMPC_OFD_022_001,Percentage center time,Percentage_center_time,Activity/Movement,C57BL
Npr2,MGI:97372,xoj175c1ya9h90i,0.302579,E18.5,HMGULA_CBC_015_001,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,73pizx78lo89760,0.310029,E18.5,IMPC_CBC_012_001,Aspartate aminotransferase,Aspartate_aminotransferase,CBC Chemistry,C57BL
Npr2,MGI:97372,45263772iw13z32,0.310658,E18.5,IMPC_CBC_026_001,Free fatty acids,Free_fatty_acids,CBC Chemistry,C57BL
Npr2,MGI:97372,d0t36922fn12o52,0.317352,E18.5,JAX_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,xk92l3u9ihuehrt,0.319383,E18.5,IMPC_HEM_027_001,Red blood cell distribution width,NA,Hematology,C57BL
Npr2,MGI:97372,j914g11d05sgs4s,0.320153,Early adult,HMGULA_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,qkam53352l5h0na,0.324218,E18.5,IMPC_IPG_012_001,Area under glucose response curve,NA,CBC Chemistry,C57BL
Npr2,MGI:97372,e9i96u50d2xum53,0.327049,Early adult,IMPC_CBC_001_001,Sodium,Sodium,CBC Chemistry,C57BL
Npr2,MGI:97372,57xs2e9np8j80v1,0.330338,Early adult,IMPC_HEM_008_001,Platelet count,Platelet_count,Hematology,C57BL
Npr2,MGI:97372,05sv15rtnd7cxy1,0.331096,Early adult,IMPC_EYE_007_001,Cornea,Cornea,Eye Morphology,C57BL
Npr2,MGI:97372,142173eetdz72o0,0.332786,Early adult,HMGULA_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,97981554mge6fgn,0.333714,E18.5,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,n38408p62v65485,0.333717,E18.5,ESLIM_016_001_007,Mean cell hemoglobin concentration,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,ukswqi4mhr2clrh,0.334327,E18.5,IMPC_CSD_061_001,Skin color - tail,Skin_color_tail,Images,C57BL
Npr2,MGI:97372,453p81sv7664769,0.339331,E18.5,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,x69rkdt3p83gx1k,0.34357,Early adult,IMPC_DXA_007_001,BMC/Body weight,Bmc_body_weight,Weight,C57BL
Npr2,MGI:97372,63uouvyiq42r7qm,0.343782,Early adult,IMPC_HEM_034_001,Monocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,440i942mhp8w3b8,0.347405,Early adult,IMPC_EYE_067_001,Left anterior chamber depth,NA,Eye Morphology,C57BL
Npr2,MGI:97372,6369585rpx24820,0.350965,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,Conditioning_baseline_freezing_time,Brain,C57BL
Npr2,MGI:97372,7165y02yw5jib85,0.352211,E18.5,IMPC_CBC_013_001,Alanine aminotransferase,Alanine_aminotransferase,CBC Chemistry,C57BL
Npr2,MGI:97372,1u7043830565367,0.356264,E18.5,M_G_P_025_001_002,Urea,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,5n36650jqp257c5,0.358187,E18.5,ESLIM_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,8x9a1n07d2mwphs,0.360607,E18.5,JAX_OFD_019_001,Number of center entries,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,gtk1fdvl9zbavo3,0.364769,Early adult,IMPC_CSD_036_001,Startle response,Startle_response,Images,C57BL
Npr2,MGI:97372,t8rrmafzvewp8y0,0.367276,E18.5,IMPC_ACS_006_001,Response amplitude - S,Response_amplitude_s,Brain,C57BL
Npr2,MGI:97372,712sty9j1u410y6,0.37056,Early adult,ESLIM_007_001_006,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,0s0gf80d01bk3ma,0.370561,E18.5,IMPC_CSD_038_001,Trunk curl,Trunk_curl,Images,C57BL
Npr2,MGI:97372,a0c8079p85p8580,0.371325,E18.5,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Npr2,MGI:97372,m7iyo507md1sc63,0.376913,E18.5,IMPC_HEM_004_001,Hematocrit,Hematocrit,Hematology,C57BL
Npr2,MGI:97372,ee71u11cim2wb04,0.377374,Early adult,IMPC_OWT_004_001,Right kidney weight,Right_kidney_weight,Weight,C57BL
Npr2,MGI:97372,7b368tqg830fffk,0.380068,E18.5,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Npr2,MGI:97372,ki376j19uxi77xe,0.381795,E18.5,IMPC_EYE_056_001,Mean left eye lens density,NA,Eye Morphology,C57BL
Npr2,MGI:97372,9hdx44r1wxm5clr,0.382563,E18.5,ESLIM_018_001_003,T cell CD3+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Npr2,MGI:97372,0tcy0tij731s8x3,0.383731,Early adult,ESLIM_018_001_002,T cell CD8+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Npr2,MGI:97372,06s7w88mw54w9mg,0.384808,Early adult,IMPC_OFD_007_001,Whole arena resting time,Whole_arena_resting_time,Activity/Movement,C57BL
Npr2,MGI:97372,4e70r61525bfv9v,0.385537,E18.5,IMPC_ABR_002_001,Click-evoked ABR threshold,Click_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,4p1h8l8m7i01z33,0.388587,Early adult,IMPC_OFD_021_001,Number of rears - total,Number_of_rears_total,Activity/Movement,C57BL
Npr2,MGI:97372,512da5k65u7213x,0.390486,Early adult,IMPC_CBC_003_001,Chloride,Chloride,CBC Chemistry,C57BL
Npr2,MGI:97372,8lm67jaxreuagch,0.393604,Early adult,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,Forelimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Npr2,MGI:97372,0437b00x1hcb193,0.394051,E18.5,IMPC_HEM_032_001,Lymphocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,400i33nb605s550,0.394531,E18.5,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,Forelimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Npr2,MGI:97372,k9cwl21v1326874,0.395982,Early adult,HMGULA_OWT_023_001,Whole liver weight,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Npr2,MGI:97372,167f866522o4b2b,0.397334,Early adult,IMPC_EYE_063_001,Right inner nuclear layer,NA,Eye Morphology,C57BL
Npr2,MGI:97372,169u6456l8b55q3,0.399171,E18.5,IMPC_CBC_002_001,Potassium,Potassium,CBC Chemistry,C57BL
Npr2,MGI:97372,cw64ms3x3eh9mb4,0.402274,Early adult,IMPC_HEM_032_001,Lymphocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,l0x3r4y3jjc648a,0.405295,Early adult,IMPC_HEM_005_001,Mean cell volume,Mean_cell_volume,Hematology,C57BL
Npr2,MGI:97372,iec60980k58k4e7,0.407532,E18.5,ESLIM_021_001_005,HDL-cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,bk15x1j1j90u903,0.410231,Early adult,IMPC_GEL_024_001,Branchial arch morphology,Branchial_arch_morphology,Morphology/Development,C57BL
Npr2,MGI:97372,4702qt1k424z25s,0.413153,Early adult,JAX_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,6k6r999d2a253i3,0.41933,Early adult,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,47d32cc673w3828,0.420793,E18.5,IMPC_EYE_087_001,Right vitreous humor thickness,NA,Eye Morphology,C57BL
Npr2,MGI:97372,y22j584028xs3rh,0.423244,E18.5,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,C57BL
Npr2,MGI:97372,h18g64sgrx2ic62,0.423324,E18.5,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,83h45fm7z66661f,0.431515,E18.5,M_G_P_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,63234dy9ud4b58p,0.436612,E18.5,IMPC_CSD_039_001,Limb grasp,Limb_grasp,Images,C57BL
Npr2,MGI:97372,n9zuk56h6p9f244,0.437442,E18.5,IMPC_DXA_008_001,Lean/Body weight,Lean_body_weight,Weight,C57BL
Npr2,MGI:97372,9eyla3q52qie72d,0.441207,E18.5,IMPC_CBC_003_001,Chloride,Chloride,CBC Chemistry,C57BL
Npr2,MGI:97372,7c3ufu66855d60m,0.451138,Early adult,IMPC_GEP_004_002,Spontaneous movement,No_spontaneous_movement,Activity/Movement,C57BL
Npr2,MGI:97372,4x595ion8hn7482,0.451371,E18.5,IMPC_EYE_025_001,Retinal Blood Vessels Structure,Retinal_blood_vessels_structure,Eye Morphology,C57BL
Npr2,MGI:97372,o12vid92jsasfb7,0.457565,Early adult,IMPC_OFD_012_001,Periphery permanence time,Periphery_permanence_time,Activity/Movement,C57BL
Npr2,MGI:97372,jpq986kei69w216,0.458155,E18.5,IMPC_EYE_083_001,Vitreous,NA,Eye Morphology,C57BL
Npr2,MGI:97372,297r14113se72z6,0.458979,E18.5,IMPC_HEM_029_001,Neutrophil differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,33kr01593393wk0,0.460806,Early adult,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Npr2,MGI:97372,6g1sb1hn7i2jwp4,0.463299,Early adult,IMPC_EYE_087_001,Right vitreous humor thickness,NA,Eye Morphology,C57BL
Npr2,MGI:97372,wf3c5y21n22021k,0.467975,Early adult,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,63p7m5b1p957arc,0.470233,E18.5,IMPC_IPG_010_001,Fasted blood glucose concentration,NA,CBC Chemistry,C57BL
Npr2,MGI:97372,56c6uufe5310no9,0.470751,Early adult,IMPC_CBC_058_001,Cholesterol ratio,Tc/hdlc_ratio,CBC Chemistry,C57BL
Npr2,MGI:97372,85m62o33x7113en,0.471533,Early adult,IMPC_EYE_027_001,Persistence of hyaloid vascular system,Persistence_of_hyaloid_vascular_system,Eye Morphology,C57BL
Npr2,MGI:97372,d899m018ct9079q,0.474333,E18.5,IMPC_ECG_010_001,HRV,NA,Images,C57BL
Npr2,MGI:97372,ua56g4b2wv705cs,0.476046,E18.5,IMPC_HEM_031_001,Lymphocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,bq9l11v9d44y0ns,0.484793,Early adult,IMPC_ACS_034_001,% Pre-pulse inhibition - PPI2,Pre_pulse_inhibition_pp2,Brain,C57BL
Npr2,MGI:97372,2rj3wp8ago81mwc,0.488375,E18.5,IMPC_ACS_035_001,% Pre-pulse inhibition - PPI3,Pre_pulse_inhibition_pp3,Brain,C57BL
Npr2,MGI:97372,xjn3sdbe1fn77mb,0.488921,Early adult,IMPC_EYE_059_001,Mean right eye lens density,NA,Eye Morphology,C57BL
Npr2,MGI:97372,il25e066n5m4449,0.490217,E18.5,IMPC_EYE_027_001,Persistence of hyaloid vascular system,Persistence_of_hyaloid_vascular_system,Eye Morphology,C57BL
Npr2,MGI:97372,mrhz4nr46670926,0.491263,Early adult,IMPC_CSD_013_001,Coat - hair distribution - abdomen,Coat_hair_distribution_abdomen,Images,C57BL
Npr2,MGI:97372,52v3wpfr5dic0tq,0.49158,Early adult,IMPC_ACS_035_001,% Pre-pulse inhibition - PPI3,Pre_pulse_inhibition_pp3,Brain,C57BL
Npr2,MGI:97372,6b26437ygbicbol,0.491708,E18.5,IMPC_EYE_017_001,Lens Opacity,Lens_opacity,Eye Morphology,C57BL
Npr2,MGI:97372,476y2w3c90e6659,0.493399,E18.5,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),Bone_mineral_content_excluding_skull,Images,C57BL
Npr2,MGI:97372,61pcxx0yt62fu41,0.496942,Early adult,CCP_XRY_018_001,Shape of vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,2n647d84w55n31o,0.499773,Early adult,ESLIM_011_001_007,PP1 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Npr2,MGI:97372,j52906ud3a7wy8p,0.500387,Early adult,M_G_P_025_001_003,Creatinine,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,zd5857mhav3lb7v,0.500761,Early adult,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Npr2,MGI:97372,e35996u2e3w74bq,0.513342,Early adult,IMPC_GEL_011_001,Embryo turning,Embryo_turning,Morphology/Development,C57BL
Npr2,MGI:97372,bz2efsw4z09d90d,0.516274,Early adult,IMPC_ABR_012_001,30kHz-evoked ABR Threshold,30khz_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,bxw9eqpi0mu6375,0.516869,E18.5,IMPC_CSD_033_001,Gait,Gait,Images,C57BL
Npr2,MGI:97372,tkck87lq62i6154,0.516971,E18.5,IMPC_ECH_014_001,Body Temp,NA,Echocardiography,C57BL
Npr2,MGI:97372,y5762jc1677s6t6,0.518782,Early adult,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,Pre_pulse_inhibition_pp1,Brain,C57BL
Npr2,MGI:97372,16d11n8mj35iik2,0.531196,E18.5,IMPC_HEM_036_001,Eosinophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,3952fp3b969fj0f,0.53309,Early adult,IMPC_HEM_027_001,Red blood cell distribution width,NA,Hematology,C57BL
Npr2,MGI:97372,zpc79rdrahae3sf,0.535307,Early adult,ESLIM_005_001_002,Fat mass,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Npr2,MGI:97372,85t9m7x87599043,0.537956,Early adult,IMPC_OFD_010_001,Periphery distance travelled,Periphery_distance_travelled,Activity/Movement,C57BL
Npr2,MGI:97372,0o33v1ojq306tao,0.538262,Early adult,IMPC_OFD_014_001,Center distance travelled,Center_distance_travelled,Activity/Movement,C57BL
Npr2,MGI:97372,se6ps5981ck03yn,0.539765,Early adult,M_G_P_016_001_008,Platelet count,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Npr2,MGI:97372,8iidzy1j5zj8ukx,0.540789,Early adult,IMPC_ABR_010_001,24kHz-evoked ABR Threshold,24khz_evoked_abr_threshold,Brain,C57BL
Npr2,MGI:97372,0u0nt867m9y339d,0.548402,Early adult,ESLIM_015_001_009,Calcium,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Npr2,MGI:97372,l93712n7z3h2g3k,0.549773,E18.5,IMPC_HEM_033_001,Monocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Npr2,MGI:97372,g30h0511947o517,0.551209,Early adult,ESLIM_018_001_003,T cell CD3+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Npr2,MGI:97372,6lx1m3y1w2okrit,0.553931,Early adult,IMPC_DXA_008_001,Lean/Body weight,Lean_body_weight,Weight,C57BL
Npr2,MGI:97372,0q2v99x4tf9bb92,0.562988,Early adult,IMPC_EYE_014_001,Pupil Light Response,Pupil_light_response,Eye Morphology,C57BL
Npr2,MGI:97372,13n9g6b6dm8iq3v,0.563378,E18.5,IMPC_EYE_068_001,Left total retinal thickness,NA,Eye Morphology,C57BL
Npr2,MGI:97372,9zxshmc5m75z1z3,0.567644,Early adult,MGP_CSD_004_001,Transfer arousal,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Npr2,MGI:97372,7y3yh7mm07br478,0.571465,E18.5,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Npr2,MGI:97372,dl0w12304z89753,0.571711,E18.5,IMPC_CBC_007_001,Albumin,Albumin,CBC Chemistry,C57BL
Npr2,MGI:97372,56u1z2cce5m8d7a,0.576107,Early adult,HMGULA_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,t4n2pau1hxq20po,0.578516,Early adult,IMPC_EYE_068_001,Left total retinal thickness,NA,Eye Morphology,C57BL
Npr2,MGI:97372,1bjn11n9q7q202i,0.580116,E18.5,HMGULA_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,cwk8r8356g380ew,0.581327,Early adult,IMPC_CBC_007_001,Albumin,Albumin,CBC Chemistry,C57BL
Npr2,MGI:97372,651q83x19j8174b,0.586976,Early adult,IMPC_DXA_002_001,Fat mass,Fat_mass,Weight,C57BL
Npr2,MGI:97372,jghew7o4zq41b5u,0.587814,E18.5,HMGULA_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Npr2,MGI:97372,609ms7d26l828xx,0.588691,E18.5,IMPC_OFD_021_001,Number of rears - total,Number_of_rears_total,Activity/Movement,C57BL
Npr2,MGI:97372,n338awb92584q8d,0.588935,E18.5,IMPC_OFD_014_001,Center distance travelled,Center_distance_travelled,Activity/Movement,C57BL
